Song Title,Artist,Release Date,Angella,Favorites,Pace: Upbeat,Pace: Medium,Pace: Slow,Sing-Along,Love Song,Processional Ideas,Recessional Ideas,First Dance,Father/Daughter,Mother/Son,Folk,Pop,Country,Rock,Indie,Alternative, Reggae,Soul,Funk,Punk,Acoustic,R&B,Children,Blues,Jazz,Dance,International,Rap,Religious,Vocal,Hip Hop,Singer-Songwriter,Bluegrass,Jam,Classical,Link
I Don't Remember Me (Before You),Brothers Osbourne,4/20/2018,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fc098843-acf2-4a9a-9f64-d161c2fa95d2/
My City Of Ruins,Bruce Springsteen,7/30/2002,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4b49a7fa-e9e6-43f4-8e68-110080682cc2/
When you need me,Bruce Springsteen,11/10/1998,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Grenade,Bruno Mars,9/28/2010,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1e5b257d-8d44-4bf3-91b2-781b764af0d1/
Just The Way You Are,Bruno Mars,7/20/2010,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8cec15ab-3f38-43db-945f-2b3fc7039f92/
Lazy Song,Bruno Mars,2/15/2011,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/df4bab08-0514-49ce-bc86-af720cc67ca8/
Heaven,Bryan Adams,4/9/1985,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fafde265-f540-447f-aa77-ed631c32b49d/
Glycerine,Bush,11/14/1995,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/143922ca-36ac-42cf-820e-02c98c8f7dd2/
Dime,Cake,10/5/2004,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4e930e28-952a-46e7-b184-0eb8dc250734/
End of the Movie,Cake,10/5/2004,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/57bca7e0-c599-44af-ba56-1daf9f5a02b3/
Let Me Go,Cake,6/16/1999,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/575bf860-5f32-4841-932a-ba2497fa5af5/
Stickshifts & Safetybelts,Cake,9/17/1996,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4d727d47-fcdc-4f2d-ad65-f52a361676c6/
We've Only Just Begun,Carpenters,9/12/1970,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6ca9b680-b7f6-4a23-8c82-f4ec45e3dbfc/
Before He Cheats,Carrie Underwood,8/19/2006,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/85a17f94-ebcd-4543-bf4f-f210bce604fc/
Itches & Tugs,Carsie Blanton,1/1/2009,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c17ccacb-9a8c-41c4-afa1-5b8afe53cf15/
Sea Of Love,Cat Power,3/21/2000,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/408657da-ebce-4744-9a23-c48fae2f469a/
Morning Has Broken,Cat Stevens,10/1/1971,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/51aa6a8e-457a-454c-8dd3-284c93aba4c9/
Kung Fu Fighting,Cee Lo Green,1/1/1974,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c0744460-a234-418f-b780-13a532d67901/
Paris,Chainsmokers,1/13/2017,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fe3422c2-3c1e-4154-b4cd-0e90d54712a6/
Back Together,Citizen Cope,9/12/2006,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/45e20ea8-fb19-4c6c-9732-51bc1a0e75aa/
Comin' Back,Citizen Cope,1/29/2002,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5d65b18a-55c7-4f80-bdb2-4d4e4958d99c/
D'Artagnon's Theme,Citizen Cope,9/14/2004,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d61cfe0c-dc6d-4806-bb2b-f406b234b6ed/
DFW,Citizen Cope,7/17/2012,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ab4aef56-e18f-404e-bfee-8050a728d521/
Left For Dead,Citizen Cope,9/12/2006,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/47e06802-ea49-43b1-91fd-c1e0b221f06e/
One Lovely Day,Citizen Cope,7/17/2012,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4523c134-e56c-45b0-a01f-d8e71be3af1f/
Pablo Picasso,Citizen Cope,9/14/2004,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8ce40335-630e-40b2-848f-d6b456008483/
Silver Blush,Citizen Cope,1/1/2019,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Clocks,Coldplay,12/10/2002,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a0d0bc97-5a91-4f5c-a3b3-5c4c64461cd7/
Fix You,Coldplay,9/5/2005,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c0226a84-c955-4e73-9578-36f61351c408/
Paradise,Coldplay,9/12/2011,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/68d299b6-6460-4965-9e39-2e20d7d26cb2/
Something just like this,Coldplay,2/22/2017,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Til Kingdom Come,Coldplay,6/6/2005,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/911d0218-4496-4487-af32-11dc2b6a242b/
Beautiful World,Colin Hay,1/1/2002,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c2c3ce8d-764b-4996-99ed-0d38e1e0547f/
I Wish I Was Still Drinking,Colin Hay,4/24/2007,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bc2e4186-6a91-4e80-9431-d2701a99a447/
A Long December,Counting Crows,10/14/1996,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/161c20a7-b859-462f-91ad-026c8f2a59da/
Hanginaround,Counting Crows,10/18/1999,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3665b5d9-005b-492b-88be-51026dc17eed/
Omaha,Counting Crows,9/14/1993,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/70897ff4-fed9-499c-83e6-a1c45a15c266/
Linger,Cranberries,2/23/1993,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Zombie,Cranberries,10/3/1994,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0db0f92d-bf68-47e4-b5d1-0c1402a3bd31/
Lookin' Out My Back Door,Creedence Clearwater Revival,7/25/1970,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/177ef796-1ed3-4a9a-814d-bd56f53c5443/
Wasted On The Way,Crosby Stills & Nash,6/21/1982,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9efe588a-2f4b-4ec5-a55b-5c250c48ad53/
Time After Time,Cyndi Lauper,1/27/1984,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a1f3cc82-87a6-4239-b974-9d895296d9e2/
True Colors,Cyndi Lauper,8/28/1986,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
9 Crimes,Damien Rice,11/27/2006,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a0ee07c0-f794-4e27-b539-4c14af22cd2c/
Blower's Daughter,Damien Rice,2/1/2002,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/640b546c-8ba8-4752-b5aa-417916f840b1/
Grey Room,Damien Rice,11/3/2006,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2f74d328-d0c7-482c-8ee2-03580a008335/
Lonelily,Damien Rice,8/1/2004,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/69b78b16-70ac-41ff-8c69-fb88b62332be/
Older Chests,Damien Rice,2/1/2002,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1e8589ab-99e7-4ae4-857b-dd1d46a1b31a/
"10,000 Hours (feat Justin Bieber)",Dan + Shay,10/4/2019,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Beautiful,Dan Reeder,9/12/2006,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/346e0fd7-f6eb-49ed-8073-f33544aadb86/
Fireball,Dan Reeder,2/16/2010,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/904223b4-2e30-424b-8047-db22ca73fcd7/
I Drink Beer,Dan Reeder,9/12/2006,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/55050feb-cfdd-4971-ad1b-256c93788433/
It Feels So Good,Dan Reeder,2/16/2010,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3eaf9e7e-081f-49a5-ae9a-61cc94eb4704/
Maybe,Dan Reeder,2/16/2010,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6adf4599-b90f-44d8-bcca-7b06aa361f35/
Nobody Wants To Be You,Dan Reeder,1/1/2017,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/155c23c6-6094-4ae4-a4f1-d8158009f029/
The Walk To The God House,Dan Reeder,2/16/2010,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ae9f1844-0e81-4a47-9002-8413bd19442a/
Troubled Soul,Dan Reeder,2/16/2010,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9555e6cd-bd67-41d5-b0b0-beeef592b0bd/
Best Part (feat H.E.R.),Daniel Caesar,12/31/2017,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
This,Darius Rucker,11/22/2010,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0fbe26bb-411f-4b3f-92bf-589177a83773/
#41,Dave Matthews Band,4/30/1996,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b76a7a56-125c-4ce9-a185-4beb035853d6/
Best of What's Around,Dave Matthews Band,9/27/1994,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d734659e-76a8-4286-91a0-52c2dda84767/
Crush,Dave Matthews Band,9/8/1998,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/9f8837f0-0933-426c-b659-8e8839eb87d1/
Grace Is Gone,Dave Matthews Band,7/16/2002,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/20345bf2-e7f4-4d68-a3a8-b166525ec295/
Lover Lay Down,Dave Matthews Band,9/27/1994,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/90cff7e0-42f3-4749-9035-06c3ee9c640c/
Say Goodbye,Dave Matthews Band,4/30/1996,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/41f99163-1ec6-4d87-851c-6a72dbb26ce5/
Sweet,Dave Matthews Band,9/11/2012,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1ee07349-68cd-43d8-9700-507b1a8450d6/
The Man Who Sold the World,David Bowie,11/4/1970,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b2f6343f-296a-4c55-8425-a04ccc08df5d/
Be Mine,David Gray,4/7/2003,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b769427c-d199-44bd-9cb0-f6c754ede5a5/
If I Wanted Someone,Dawes,6/7/2011,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6f991fe2-5da3-4757-90d7-e94af97a93a4/
When My Time Comes,Dawes,8/18/2009,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/21a236c1-fef5-40b9-a720-c5a14c5af9cc/
Don't Carry It All,Decemberists,1/14/2011,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6afdde69-0d18-423c-92b2-3f4e11779e4f/
January Hymn,Decemberists,1/14/2011,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f1a44155-0cf5-4c0b-9888-a5df791e0d07/
Come On Eileen,Dexys Midnight Runners,6/12/1982,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4cdacee3-3733-47c8-a135-c93fe4361442/
Thinking Of You,Dierks Bentley,2/7/2012,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6a2069ff-d0ca-464b-9b97-fd157ad18a30/
Romeo and Juliet,Dire Straits,1/9/1981,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/70f4230b-5770-4090-9de2-d032f984ba1d/
Kiss the Girl (Little Mermaid),Disney,11/17/1989,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/916964e8-6258-4a1d-8ebc-dde0d82d7ae4/
Bang Bang,Dispatch,9/1/1997,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/68c04258-b60f-4d54-9528-3ef0e09547a8/
Here We Go,Dispatch,9/1/1997,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/3a3f3300-57b2-44f2-b06c-99e4aa33c98f/
Cowboy Take Me Away,Dixie Chicks,11/8/1999,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9af5319b-9ea4-4a18-a778-68c7d8f98a83/
Wide Open Spaces,Dixie Chicks,7/28/1998,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c60d2660-4eba-438c-a13d-553f021949ae/
Jolene,Dolly Parton,10/1/1973,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/aba334d0-a194-4120-b769-a56e53c6c7ee/
Son Of It All,Don McClosky,3/13/2007,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/272ea7e4-80b5-41d3-8e19-b4a8436f80b5/
American Pie,Don McLean,5/26/1971,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ae1691b3-e086-42e0-be06-9e1cd3219b97/
Black Water,Doobie Brothers,3/13/1974,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/36293ab9-f70e-49e5-b07f-39c2ce1df110/
Under The Boardwalk,Drifters,6/1/1964,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4cdf1640-a05c-4e1d-b2e1-21871664de5f/
Don't start now,Dua Lipa,10/31/2019,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
New Rules,Dua Lipa,7/15/2017,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/858a8ea0-6562-436c-bc47-a99bdb977115/
Whiskey In The Jar,Dubliners,1/1/1968,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/cc09641d-536e-4036-8d62-63bf28930600/
Galway Girl,Ed Sheeran,2/17/2017,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9e5c1f6e-4239-490e-8027-4417e5162ea3/
How Would You Feel,Ed Sheeran,2/17/2017,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2293dc8d-f3c5-40dd-ad57-10b22a2461bd/
The A Team,Ed Sheeran,6/12/2011,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/421ca0ea-238b-4191-ab1c-dbaf932e53d8/
Tuolumne,Eddie Vedder,9/18/2007,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/83135c4d-3da3-4956-9125-c58d9d3cbb31/
You're True,Eddie Vedder,5/31/2011,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6c3b001a-89ac-42b9-a9ea-9d42e70c5473/
Home,Edward Sharpe & the Magnetic Zeros,7/7/2009,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5eb0a736-2584-40ee-85d3-9f720f44dbfc/
